caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2422089336,0.4917279394,Yes,Security. If you can guarantee that it's anonymous and secure then I don't have any reservations really,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Grand Bargain,Independent,Voting reform,2004,Male,White,No,High school graduate,Never married,Unemployed,Prefer not to say,No,67146,Kansas,Rent,Independent,Did not vote for President,Kamala Harris,Yes,Not sure,Some of the time,Nothing in particular,Never,No,Not too important,Never,2025-08-27 6:46:13,2025-08-27 6:54:33,Third generation
2419601790,1.008893668,Not sure,If they would actually use it.,Not sure,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Grand Bargain,Democrat,,1985,Male,Black,No,4-year,Never married,Full-time,"$30,000 - $39,999",No,39773,Mississippi,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Only now and then,Protestant,A few times a year,Yes,Very important,A few times a week,2025-08-27 6:01:33,2025-08-27 6:58:27,Third generation
2420845490,0.7833659706,Not sure,The topic does not typically come up in our conversations.,No,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Democrat,I have no ideas at this time.,1976,Male,White,No,4-year,Married,Full-time,"$150,000 - $199,999",Yes,42351,Kentucky,Own,Not very strong Democrat,Donald Trump,Donald Trump,Yes,Conservative,Only now and then,Protestant,Once or twice a month,Yes,Somewhat important,Once a day,2025-08-27 6:49:21,2025-08-27 6:59:27,Immigrant Citizen
2422105126,0.4371078874,Yes,I don't think I would have any. It is a great way for people to see what our government thinks of us and how our country is being run.,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Not sure,I think that these are well though out ideas to help our country. I believe that we are falling and all that matters is the rich keep getting richer and they don't care who it effects as long as they get paid.,1981,Female,White,No,High school graduate,Married,Part-time,"$30,000 - $39,999",Yes,33460,Florida,Rent,Not sure,Did not vote for President,Did not vote for President,Yes,Moderate,Only now and then,Nothing in particular,Seldom,No,Not too important,Never,2025-08-27 6:59:15,2025-08-27 7:10:47,Third generation
2422119826,1.89911944,Yes,I wouldn't have any reservations.,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,"I think more people would get behind a plan if it focused on clear goals like lowering healthcare costs, improving public education, and making sure tax dollars are spent wisely. If the package showed real steps that could help families in everyday life, I believe it would bring more agreement across the board.",1995,Female,Black,No,Post-grad,Separated,Full-time,"$200,000 - $249,999",Yes,13210,New York,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,More than once a week,Yes,Somewhat important,Several times a day,2025-08-27 7:10:12,2025-08-27 7:15:11,First generation
2422119900,0.501748967,Yes,Privacy concerns; Political bias perception; Data security; Fear of spam or unwanted contact; Friends may not be interested in politics; App credibility or legitimacy doubts; Concern about how results are used,Yes,Probably yes,Yes,Yes,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Republican,Require term limits for Congress; Ban corporate PAC money; Enact universal background checks for guns; Simplify the tax code; Enforce balanced budgets except in emergencies; Independent redistricting commissions; National popular vote for president; Automatic voter registration; Campaign finance transparency,1999,Male,White,No,High school graduate,Married,Full-time,"$50,000 - $59,999",Yes,30310,Georgia,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2025-08-27 7:11:16,2025-08-27 7:16:21,Third generation
2422100064,2.136559624,Yes,For them to know about reforms and give their opinions to the survey.,No,Definitely yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,,1968,Female,Hispanic,Yes,High school graduate,Never married,Permanently disabled,"$20,000 - $29,999",No,78501,Texas,Rent,Not very strong Democrat,Did not vote for President,Did not vote for President,No,Conservative,Hardly at all,Something else,Seldom,Yes,Very important,Once a day,2025-08-27 7:08:11,2025-08-27 7:20:14,First generation
2422120294,0.5815196892,Yes,No reservations at all. I will forward to as many of my family and friends.,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,"These reforms I just rated are greatly structured. I didn't even they exist and I sincerely wish that the Congress will at this point that our country's legacy is on fast declination, put aside party favoritism and work for a more better America.",2002,Female,White,No,4-year,Never married,Full-time,"$40,000 - $49,999",No,90038,California,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 7:17:16,2025-08-27 7:31:20,Third generation
2421399812,1.727381291,Yes,nothing,Yes,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Independent,,1995,Male,White,No,4-year,Married,Full-time,"$70,000 - $79,999",No,38464,Tennessee,Own,Independent,Joe Biden,Donald Trump,Yes,Moderate,Most of the time,Protestant,Once or twice a month,Yes,Somewhat important,A few times a month,2025-08-27 7:24:20,2025-08-27 7:31:28,Third generation
2419722350,0.9117762054,Yes,None,No,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,None,1998,Female,White,No,4-year,Married,Full-time,"$100,000 - $119,999",Yes,89701,Nevada,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very conservative,Most of the time,Roman Catholic,A few times a year,No,Not too important,A few times a month,2025-08-27 7:21:04,2025-08-27 7:33:20,Third generation
2422105202,0.2826928471,Yes,"I’d want to be sure the app is nonpartisan, protects privacy, and clearly explains how it makes a difference before sharing it with others.",No,Definitely yes,Yes,Yes,Dislike It,Critical to Me & Others,Good Idea,Hate It,Dislike It,Critical to Me & Others,Good Idea,Hate It,Dislike It,Good Idea,Dislike It,Critical to Me & Others,Good Idea,Dislike It,Critical to Me & Others,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Current Direction,Democrat,"To break through gridlock, we need a reform package that at least 75% of Americans support. I support solutions like independent redistricting, term limits, campaign finance transparency, and ranked choice voting  all ideas with broad bipartisan backing. Let’s focus on what unites us",1993,Female,Hispanic,Yes,High school graduate,Married,Part-time,"$150,000 - $199,999",No,90250,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,2025-08-27 7:00:32,2025-08-27 7:43:56,Third generation
2420952466,0.3219413624,Yes,Disagreements that escalate,Not sure,Definitely yes,Yes,Yes,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,It’s seems a lot of money is spent on elaborate birthday parties excursions and wondering how much money did Doge save.  It was shocking when the White House was presented as a car dealership for Tesla..Also the  name White House should be something like presidential palace . It time to change the name.,1957,Female,Black,No,4-year,Domestic / civil partnership,Retired,Prefer not to say,No,10458,New York,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Not sure,Some of the time,Protestant,Once or twice a month,Yes,Somewhat important,Several times a day,2025-08-27 4:55:43,2025-08-29 10:40:01,Third generation
2422119978,0.4163199657,Not sure,I don't talk politics with family or friends,Not sure,Probably no,No,No,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Hate It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Independent,I believe politicians should stop wasting money on nothing. They need to listen to the people. They are corrupt and full of greed and care nothing about the people.,1965,Female,Hispanic,Yes,Some college,Domestic / civil partnership,Permanently disabled,"$10,000 - $19,999",No,77995,Texas,Rent,Independent,Donald Trump,Donald Trump,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Once a day,2025-08-27 7:12:01,2025-08-27 7:48:30,Third generation
2422150908,1.505329384,Not sure,"I agree with a lot share, but I disagree with some of it",Not sure,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Dislike It,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Grand Bargain,Republican,I have none.,1957,Male,White,No,2-year,Married,Retired,"$20,000 - $29,999",No,45840,Ohio,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-27 7:47:32,2025-08-27 7:56:53,Third generation
2422150528,0.843651453,Yes,Being truthful,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Independent,,1974,Male,Hispanic,Yes,Some college,Married,Unemployed,"$50,000 - $59,999",No,78204,Texas,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Very important,A few times a week,2025-08-27 7:41:33,2025-08-27 7:57:02,Second generation
